Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,original_address,original_city,street_number,street_name_clean,search_query,lat,lng,provider,display_name,quality_score
АМЦСМП Очна клиника Света Петка АД,Шумен,ШУМЕН,Шумен,ул. Цар Иван Александър 110А,Д-Р ТОШО ВОЙЧЕВ МИТОВ,"052611130,052611131",ул. Цар Иван Александър 110А,Шумен,110А,Цар Иван Александър,"ул. Цар Иван Александър 110А, Шумен, България",43.2732881,26.9370043,nominatim_free,"Цар Иван Александър, ж.к. Херсон, Шумен, 9704, България",55
АМЦСМП Очна клиника д р Хубанов ЕООД,Бургас,БУРГАС,Бургас,бул. Даме Груев 2,Д-Р ПЛАМЕН СТЕФАНОВ ХУБАНОВ,"056/711112,0889/787112",бул. Даме Груев 2,Бургас,2,Даме Груев,"бул. Даме Груев 2, Бургас, България",42.5114202,27.4595817,nominatim_free,"бул. Даме Груев, ж.к. Братя Миладинови, Бургас, 8005, България",55
АСИП-МЦ-ЕВРОХОСПИТАЛ ПЛОВДИВ ЕООД,Пловдив,ПЛОВДИВ,Пловдив,ул. Коматевско шосе 79,Д-Р ТАНКА ДЕЯНОВА ТУХЧИЕВА,"0889474781,032/6207015",ул. Коматевско шосе 79,Пловдив,79,Коматевско шосе,"ул. Коматевско шосе 79, Пловдив, България",42.0928886,24.6942784,nominatim_free,"Коматевско шосе, Коматево, Южен, Пловдив, 4016, България",55
БПЛР МИ-МВР филиал Хисар,Пловдив,ХИСАРЯ,Хисаря,Бул. Иван Вазов 2,"ПРОФ. Д-Р НЕНЧО ПЕТРОВ СМИЛОВ, Д-Р ТОДОР ВАСИЛЕВ ТОДОРОВ, ИЛИЯ АТАНАСОВ БАТАШКИ","0337/62146,0337/62051",Бул. Иван Вазов 2,Хисаря,2,Иван Вазов,"Бул. Иван Вазов 2, Хисаря, България",42.4903728,24.7091577,nominatim_free,"бул. Иван Вазов, ж.к. Орфей, Хисаря, Пловдив, 4180, България",55
ДИАЛИЗЕН ЦЕНТЪР ДИАЛИЗА ЕТРОПАЛ БЕТА ЕООД,Бургас,НЕСЕБЪР,Несебър,ул. Иван Вазов 11 Общинска здравна къща - Несебър,"Д-Р ЗЛАТИНА ГЕОРГИЕВА МИРИНЧЕВА, Д-Р ХРИСТО ДИМИТРОВ ХРИСТОВ, ТЕМЕНУГА СТОЯНОВА ТИХОЛОВА, АЛБЕНА ТОТЕВА СТОЯНОВА","0554/44230,0899/992802",ул. Иван Вазов 11 Общинска здравна къща - Несебър,Несебър,,Иван Вазов,"ул. Иван Вазов 11 Общинска здравна къща - Несебър, Несебър, България",42.6546965,27.7099059,nominatim_structured,"Иван Вазов, ж.к. Перла, Несебър, Бургас, 8230, България",55
ДИАЛИЗЕН ЦЕНТЪР ОМЕГА ЕООД,Видин,ВИДИН,Видин,ул. Найчо Цанов 12,Д-Р ВАЛЕРИ ХРИСТОВ ХРИСТОВ,0888765454,ул. Найчо Цанов 12,Видин,12,Найчо Цанов,"ул. Найчо Цанов 12, Видин, България",43.9875264,22.871351,nominatim_free,"Найчо Цанов, ж.к. Христо Ботев, Видин, 3700, България",55
ДКЦ ІІ-ПЛЕВЕН ЕООД,Плевен,ПЛЕВЕН,Плевен,жк Дружба бл. 112 ет 1,Д-Р МАРИАНА ПЕТРОВА ЛАЗАРОВА-ИВАНОВА,"064/807001,064888222",жк Дружба бл 112 ет 1,Плевен,112,Дружба,"жк Дружба бл. 112 ет 1, Плевен, България",43.4026227,24.6443653,nominatim_free,"Тролейбусно депо Дружба, ж.к. Дружба, Плевен, България",58
Дъчмед Диализа България - Диализен център Шумен ЕООД,Шумен,ШУМЕН,Шумен,ул. Царевец 23,ХАРТЮН ЛЕВОН АВЕДИСЯН,0889435608,ул. Царевец 23,Шумен,23,Царевец,"ул. Царевец 23, Шумен, България",43.2810575,26.9219916,nominatim_free,"Царевец, ж.к. Еверест, м. Бялата пръст, Шумен, 9705, България",45
Дъчмед Диализа България-ДЦ ЕООД,Пловдив,ПЛОВДИВ,Пловдив,"ул. Съединение 42, сградата на ДКЦ V","Д-Р АНАТОЛИЙ РАНГЕЛОВ БАШЕВ, ЗДРАВКО ЕМИЛОВ КРАЕВ, ПАНЧО СТАВРЕВ, ПЛАМЕН АСЕНОВ МАРТЕВ, МИРОСЛАВА НИКОЛОВА МИЛЧЕВА - ТОДОРОВА, ПЛАМЕН АСЕНОВ МАРТЕВ",02/9200384,"ул. Съединение 42, сградата на ДКЦ V",Пловдив,,Съединение,"ул. Съединение 42, сградата на ДКЦ V, Пловдив, България",42.2672951,24.7994321,nominatim_structured,"Съединение, Динк, Марица, Пловдив, 4147, България",45
КОЦ Пловдив ЕООД,Пловдив,ПЛОВДИВ,Пловдив,бул. Александър Стамболийски 2 А; бул. Васил Априлов 15А,"ДОЦ. Д-Р ТИХОМИР МИШЕВ ДЕРМЕНДЖИЕВ, ГЕОРГИ ЯНКОВ РАЙЧЕВ, АНТОАНЕТА ДИМИТРОВА ТОМОВА, НИКОЛА ХАРАЛАМБЕВ АНАНОЩЕВ, НЕДЯЛКА ИВАНОВА МИТОВА, КАЛИН КАЛИНОВ, КРАСИМИР СПАСОВ ВАЛЬОВ, МАРИАННА ПЕТРОВА ЯНЕВА, ПАРАШКЕВ МИЛЧЕВ ЦВЕТКОВ, ПЛАМЕН САВОВ ФОТЕВ","032/643831,032/644388",бул. Александър Стамболийски 2 А; бул. Васил Априлов 15А,Пловдив,15А,Александър Стамболийски,"бул. Александър Стамболийски 2 А; бул. Васил Априлов 15А, Пловдив, България",42.0292149,24.7942765,nominatim_free,"Александър Стамболийски, Куклен, Пловдив, 4101, България",55
КОЦ Русе ЕООД,Русе,РУСЕ,Русе,ул. Стоян Заимов 2А; ул. Независимост 2,"КАМЕН ЕМИЛОВ КОЖУХАРОВ, ГАЛИНА ХРИСТОВА ГАНЧЕВА","082/819910,082/834339,082/819911",ул. Стоян Заимов 2А; ул. Независимост 2,Русе,2,Стоян Заимов,"ул. Стоян Заимов 2А; ул. Независимост 2, Русе, България",43.8070263,26.0944561,nominatim_free,"Стоян Заимов, Червена вода, Русе, България",55
КОЦ Стара Загора ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. д-р Тодор Стоянович 15,Д-Р ПЕТЬО ВЪЛЧЕВ ЧИЛИНГИРОВ,042/627 125,ул. д-р Тодор Стоянович 15,Стара Загора,15,д-р Тодор Стоянович,"ул. д-р Тодор Стоянович 15, Стара Загора, България",42.4239534,25.6142916,nominatim_free,"Д-р Тодор Стоянович, кв. Македонски, Стара Загора, 6003, България",55
МБАЛ - Първомай ЕООД,Пловдив,ПЪРВОМАЙ,Първомай,ул. Княз Борис І 51,"Д-Р РУМЯНА ДИМИТРОВА БОЙЛОВА, ИВАН ЯНЧЕВ МАДЖАРОВ, МАРИЯ СПАСОВА НИКЕЗОВА, АТАНАСКА ЙОРДАНОВА ИВАНОВА, ДИМИТЪР КИРТИКОВ","0336/63165,0882/337666,0336/98047",ул. Княз Борис І 51,Първомай,51,Княз Борис І,"ул. Княз Борис І 51, Първомай, България",42.0947234,25.2175945,nominatim_free,"Княз Борис I, Дебър, Първомай, Пловдив, 4270, България",55
МБАЛ - ШУМЕН АД,Шумен,НОВИ ПАЗАР,Нови Пазар,ул. Христо Ботев 22,"ДИМИТЪР ГЕОРГИЕВ КОСТОВ, ЮЛИЯ ДИМИТРОВА ИЛИЕВА, АТАНАС ГЕОРГИЕВ АТАНАСОВ, НЕДКО ПЛАМЕНОВ ТОДОРОВ, ВИКТОР МИНЧЕВ ДИМИТРОВ, ВАЛЕНТИН ТОДОРОВ СЕМКОВ","054/800751,054/855755,054/800733",ул. Христо Ботев 22,Нови Пазар,22,Христо Ботев,"ул. Христо Ботев 22, Нови Пазар, България",43.3450496,27.1999169,nominatim_free,"Христо Ботев, кв. Възраждане, Нови пазар, Шумен, България",55
МБАЛ АРДИНО ЕООД,Кърджали,АРДИНО,Ардино,ул. София 14,"ГЮНЕР БЕХЧЕТ ОСМАН, СЕБАХТИН МЕХМЕД ХАДЖИСЕИД, АДАМ ПЕРСЕНСКИ, КАЛОЯН АДАМОВ ПЕРСЕНСКИ","03651/4204,0898654161",ул. София 14,Ардино,14,София,"ул. София 14, Ардино, България",41.5821664,25.13569,nominatim_free,"София, кв. Бостанджиите, Ардино, Кърджали, 6750, България",45
МБАЛ Асеновград ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Александър Стамболийски 28,"Д-Р МАРИЯ НИКОЛОВА ДАРАКЧИЕВА, СПАС АТАНАСОВ КОЖУХАРОВ, ИВАН ЙОВКОВ ЧЕРВЕНКОВ, КРАСИМИР АТАНАСОВ КАЛИНОВ","0331/20450,0331/27146",ул. Александър Стамболийски 28,Асеновград,28,Александър Стамболийски,"ул. Александър Стамболийски 28, Асеновград, България",41.9321423,24.9827932,nominatim_free,"Александър Стамболийски, Долнослав, Асеновград, Пловдив, 4254, България",55
МБАЛ Бяла Слатина ЕООД,Враца,БЯЛА СЛАТИНА,Бяла Слатина,ул. Захари Стоянов 1,"Д-Р СВЕТЛАНА КИРИЛОВА ТОДОРОВА, ОГНЯН МАРИНОВ КОЖУХАРОВ, Д-Р ОГНЯН КОЖУХАРОВ, Д-Р ИВКА ИВАНОВА ГЕОРГИЕВА, НИКОЛАЙ СТЕФАНОВ ДИМОВ, КРАСЕН ГЕОРГИЕВ КРЪСТЕВ","0915/82900,0878/473094,0915/82335,0878 473 106,0889999239",ул. Захари Стоянов 1,Бяла Слатина,1,Захари Стоянов,"ул. Захари Стоянов 1, Бяла Слатина, България",43.4772047,23.934156,nominatim_free,"Захари Стоянов, ж.к. Сребрена, Бяла Слатина, Враца, 3200, България",55
МБАЛ ВЕЛИКИ ПРЕСЛАВ ЕООД,Шумен,ВЕЛИКИ ПРЕСЛАВ,Велики Преслав,ул. Любен Каравелов 51,"НЕЛИ НИКОЛОВА ТОДОРОВА, МИЛЧО СТАНЧЕВ МАВРОДИНОВ, РАДИ КОСТАДИНОВ РАДЕВ, ИВАН ПЕТКОВ ДИМИТРОВ, ЙОШЕНКА НЕНЧЕВА ЖЕЛЯЗКОВА-РУСЕВА",0538/42307,ул. Любен Каравелов 51,Велики Преслав,51,Любен Каравелов,"ул. Любен Каравелов 51, Велики Преслав, България",43.1629281,26.8180266,nominatim_free,"Любен Каравелов, Велики Преслав, Шумен, България",55
МБАЛ Д-Р СТАМЕН ИЛИЕВ АД,Монтана,МОНТАНА,Монтана,Сирма Войвода 4; ул. Сирма Войвода 2,"Д-Р ТОДОР БОРИСОВ ТОДОРОВ, Д-Р ЦВЕТАН ГЕОРГИЕВ ТОДОРОВ",096/305150,Сирма Войвода 4; ул. Сирма Войвода 2,Монтана,2,Сирма Войвода,"Сирма Войвода 4; ул. Сирма Войвода 2, Монтана, България",43.4066816,23.2368045,nominatim_free,"Сирма войвода, ж.к.. Пъстрина, Монтана, 3400, България",55
МБАЛ Д-р Иван Селимински - Сливен АД,Сливен,КОТЕЛ,Котел,ул. Изворска 85; ул. Раковска 3,"Д-Р ВАСИСЛАВ ПЕТРОНИЕВ ПЕТРОВ, Д-Р МЕТОДИ БОРИСОВ ПОПСТОЙКОВ, Д-Р ЙОРДАН НИКОЛАЕВ КОТОВ","044/611701,044/624326",ул. Изворска 85; ул. Раковска 3,Котел,3,Изворска,"ул. Изворска 85; ул. Раковска 3, Котел, България",42.8905808,26.4377912,nominatim_free,"Изворска, Котел, Сливен, 8970, България",45
МБАЛ Д-р Стойчо Христов ЕООД Севлиево,Габрово,СЕВЛИЕВО,Севлиево,ул. Стефан Пешев 147,"Д-Р ПЛАМЕН ГЕОРГИЕВ ЦЕКОВ, ХРИСТО ДОБРЕВ ДОБРЕВ, ДОБРОМИР ИЛИЕВ ИЛКОВСКИ, НАЙДЕН КОЛЕВ СЪРДЪМОВ, БОЖИДАР ПАРАЛЧЕВ, Д-Р МЛАДЕН КОЛЕВ ПЕНЧЕВ","0675/30078,0675/32579",ул. Стефан Пешев 147,Севлиево,147,Стефан Пешев,"ул. Стефан Пешев 147, Севлиево, България",43.0324313,25.0805178,nominatim_free,"Стефан Пешев, Севлиево, Габрово, 5400, България",55
МБАЛ ДЕВИН ЕАД,Смолян,ДЕВИН,Девин,ул. Явор 3,"Д-Р ПЕТЪР ГЕОРГИЕВ ДЕЧЕВ, Д-Р КОСТАДИН БОГДАНОВ КАЛАЙДЖИЕВ, МАРИЯ ДИМИТРОВА, Д-Р ПЕТЪР ДЕЧЕВ, РАДКА МИНЧЕВА ГРОЗДАНОВА, Д-Р ТАТЯНА ПАМПУЛОВА, Д-Р ЯВОР БУКОВ, Д-Р ЧАВДАР АНАТОЛОВ МАРИНОВ","030412511,0879905733,03015/8111",ул. Явор 3,Девин,3,Явор,"ул. Явор 3, Девин, България",41.7392001,24.403705,nominatim_free,"Явор, Девин, Смолян, 4800, България",45
МБАЛ Живот плюс ЕООД,Кърджали,КРУМОВГРАД,Крумовград,ул. Христо Ботев 2,МАРИЯ ИВАНОВА СТЕФАНОВА,"03641/7270,03641/7271",ул. Христо Ботев 2,Крумовград,2,Христо Ботев,"ул. Христо Ботев 2, Крумовград, България",41.4706556,25.6530439,nominatim_free,"Христо Ботев, ж.к. Дружба, Крумовград, Кърджали, 6900, България",55
МБАЛ Луковит ЕООД,Ловеч,ЛУКОВИТ,Луковит,Княз Борис І 52,"ИВАН ГЕНОВ ИВАНОВ, ГАЛИНА ЛЮБЕНОВА СТОЯНОВА","0697/54086,0894792010",Княз Борис І 52,Луковит,52,Княз Борис І,"Княз Борис І 52, Луковит, България",43.2131956,24.1573923,nominatim_free,"Княз Борис I, Луковит, Ловеч, 5770, България",55
МБАЛ Медицински комплекс Свети Иван Рилски ЕООД клон гр. Стара Загора,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Герасим Папазчев 1,"Д-Р НИКОЛАЙ НЕШЕВ САЛУТСКИ, Д-Р КИРИЛ ДОБРЕВ ДОБРЕВ",042/909402,ул. Герасим Папазчев 1,Стара Загора,1,Герасим Папазчев,"ул. Герасим Папазчев 1, Стара Загора, България",42.4184513,25.6316509,nominatim_free,"Герасим Папазчев, кв. Индустрия - запад, кв. Гео Милев, Стара Загора, 6002, България",55
МБАЛ Мездра ЕООД,Враца,МЕЗДРА,Мездра,ул. Янко Сакъзов 33,"СВЕТОЗАР БОРИСОВ ЛУКАНОВ, Д-Р ИЛИАНА ЙОРДАНОВА МИХАЙЛОВА-ТИХОЛОВА, Д-Р ПЕТЬО ВАСИЛЕВ ВЪЛЧЕВ, Д-Р СОНЯ ДИМИТРОВА СЪБОТИНОВА","0877000070,0886596577,0910/92415,0910/92600",ул. Янко Сакъзов 33,Мездра,33,Янко Сакъзов,"ул. Янко Сакъзов 33, Мездра, България",43.145212,23.7088217,nominatim_free,"Янко Сакъзов, Мездра, Враца, 3100, България",55
МБАЛ Проф. Д-р Асен Шопов ЕООД,Смолян,ЗЛАТОГРАД,Златоград,ул. Хан Аспарух 21,"ЛЮДМИЛ СИМЕОНОВ ЛИЧЕВ, ВЕЛИН МИТКОВ ДЕНЕВ, Д-Р ЕРОЛ РЕДЖЕБ ЧИНАР, Д-Р ЛЮДМИЛ СИМЕОНОВ ЛИЧЕВ, ЕРОЛ РЕДЖЕБ ЧИНАР","03071/2021,03071/4112,030712537",ул. Хан Аспарух 21,Златоград,21,Хан Аспарух,"ул. Хан Аспарух 21, Златоград, България",41.3785483,25.091276,nominatim_free,"Хан Аспарух, кв.Тракия, Златоград, Смолян, 4980, България",45
МБАЛ СВ. ПАНТЕЛЕЙМОН-ЯМБОЛ АД,Ямбол,ЯМБОЛ,Ямбол,ул. Панайот Хитов 30,"ПАНАЙОТ ГРУДЕВ ДИМАНОВ, БОРИС ПЕТКОВ ЧОРБАДЖИЙСКИ, ПАНАЙОТ ГРУДЕВ ДИМАНОВ, ЛЮБОМИР ГРИГОРОВ МАРИНОВ, ПАНАЙОТ ГРУДЕВ ДИМАНОВ, ДИМИТЪР РУМЕНОВ РУНКОВ","046661530,046661541",ул. Панайот Хитов 30,Ямбол,30,Панайот Хитов,"ул. Панайот Хитов 30, Ямбол, България",41.9991083,26.5740352,nominatim_free,"Панайот Хитов, Лесово, Елхово, Ямбол, България",55
МБАЛ СВЕТИ ИВАН РИЛСКИ ЕООД,Ямбол,ЕЛХОВО,Елхово,ул. Чаталджа 3,"ЙОРДАНКА ЯНЕВА КИРОВА-КАРЕВА, АНГЕЛИНА КИРИЛОВА ПАРАПАНOVA, ДИМИТЪР КОЛЕВ ПОМАКОВ, ВЕСЕЛИН ДИМИТРОВ КЪНЕВ","047888081,0893650160",ул. Чаталджа 3,Елхово,3,Чаталджа,"ул. Чаталджа 3, Елхово, България",42.177952,26.5808649,nominatim_free,"Чаталджа, ж.к. Изгрев, Елхово, Ямбол, 8700, България",45
МБАЛ Св. Иван Рилски ЕООД Горна Оряховица,Велико Търново,ГОРНА ОРЯХОВИЦА,Горна Оряховица,ул. Отец Паисий 72,"ИВАН ДИМИТРОВ ИВАНОВ, МИРОЛЮБ ДИМИТРОВ КОЖУХАРОВ, Д-Р ГЕОРГИ ДИМИТРОВ ВАШКОВ","0618/60701,0878746490,0618/60260/22051",ул. Отец Паисий 72,Горна Оряховица,72,Отец Паисий,"ул. Отец Паисий 72, Горна Оряховица, България",43.120019,25.6933965,nominatim_free,"Отец Паисий, ж.к. Пролет, Горна Оряховица, Велико Търново, 5100, България",55
МБАЛ Св. Иван Рилски-Разград АД,Разград,РАЗГРАД,Разград,ул. Коста Петров 2,"СТАНИМИР КРАСИМИРОВ ГЕОРГИЕВ, АНГЕЛИНА МИТКОВА ЛИТЕВА, Д-Р ИВАН ПЕТРОВ ДИМИТРОВ, Д-Р МАРИН КЕРЧЕВ КЕРЧЕВ, Д-Р МАРИН КЕРЧЕВ КЕРЧЕВ, ГЕЧО ВЪЛКОВ ЖЕКОВ, Д-Р ГЕЧО ВЪЛКОВ ЖЕКОВ, ПЕТЪР ЯНКОВ ТОДОРОВ, ТЕОДОР ИВАНОВ ГАРВАЛОВ","084624554,084624321",ул. Коста Петров 2,Разград,2,Коста Петров,"ул. Коста Петров 2, Разград, България",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МБАЛ Света Каридад ЕАД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,"бул. Никола Вапцаров 23А; бул. Александър Стамболийски 31, и","ВАСИЛ АНГЕЛОВ АНГЕЛОВ, ЕЛЕНА ВЕЛИНОВА ХРИСТЕВА","032/396902,032/968030,032/396900","бул. Никола Вапцаров 23А; бул. Александър Стамболийски 31, и",Пловдив,,Никола Вапцаров,"бул. Никола Вапцаров 23А; бул. Александър Стамболийски 31, и, Пловдив, България",42.2350078,24.8204797,nominatim_structured,"Никола Вапцаров, Калековец, Марица, Пловдив, 4147, България",55
МБАЛ Света Петка Българска ЕООД,Сливен,НОВА ЗАГОРА,Нова Загора,ул. Петко Енев 1,"АНТОАНЕТА ВАСИЛЕВА ИВАНОВА, БОГДАН КЪНЧЕВ БОГДАНОВ, Д-Р ДИАНА ЙОРДАНОВА МИРЧЕВА, Д-Р БОГДАН БОГДАНОВ, Д-Р НИКОЛАЙ ПЕТРОВ КОЛЕВ, Д-Р СВЕТОСЛАВ ТОДОРОВ СЛАВОВ, Д-Р ДИНКО КРЪСТЕВ ИВАНОВ, Д-Р СТАНКА НИКОЛОВА ИВАНОВА","0457/66790,0884/332100,0884/332128,0884/332133,0889/206841",ул. Петко Енев 1,Нова Загора,1,Петко Енев,"ул. Петко Енев 1, Нова Загора, България",42.4505788,25.9685978,nominatim_free,"Петко Енев, Стоил войвода, Нова Загора, Сливен, 8939, България",55
МБАЛ Свети Георги Перник ООД,Перник,ПЕРНИК,Перник,ул. Св. Св. Кирил и Методий 77,ДОЦ. Д-Р СПАС НИКОЛОВ СПАСКОВ,076/632359,ул. Св. Св. Кирил и Методий 77,Перник,77,Св. Св. Кирил и Методий,"ул. Св. Св. Кирил и Методий 77, Перник, България",42.6002506,22.958044,nominatim_free,"Св. св. Кирил и Методий, Кащерова махала, Батановци, Перник, 2340, България",55
МБАЛ Свети Мина Пловдив ЕООД,Пловдив,ПЛОВДИВ,Пловдив,"ул. Иван Вазов 59, ул. Весела 5","Д-Р КАЛИН ХРИСТОВ КАЛИНОВ, АЛЕКСАНДЪР ТОДОРОВ АНГЕЛОВ, НАДЕЖДА АСЕНОВА КРУМОВА, БОРИС АТАНАСОВ ДЖУРДЖЕВ, ГАЛИНА КАРАУЛАНОВА, ГЕНАДИ СТРАНДЖЕВ, ПЕТЪР ХРИСТОВ ПЕТРОВ, МАРИЯ ХРИСТОСКОВА ГОРЕВА","032/654819,032/654836,032/654800","ул. Иван Вазов 59, ул. Весела 5",Пловдив,5,Иван Вазов,"ул. Иван Вазов 59, ул. Весела 5, Пловдив, България",42.2447161,24.7977576,nominatim_free,"Иван Вазов, Крислово, Марица, Пловдив, 4147, България",55
МБАЛ Свети Пантелеймон Пловдив ЕООД,Пловдив,ПЛОВДИВ,Пловдив,БУЛ. НИКОЛА ВАПЦАРОВ 9,"Д-Р КОНСТАНТИН ПАВЛОВ САПУНДЖИЕВ Д.М, АНТОАНЕТА ПЕЛОВА ПЕЛОВСКА-ГЕРДЖИКОВА, МАРКО АТАНАСОВ ГУГУШЕВ, ИЛИЯ АТАНАСОВ БАТАШКИ, ПЕТКО ИВАНОВ НЕДЕВ","0884129111,032603914",БУЛ. НИКОЛА ВАПЦАРОВ 9,Пловдив,9,НИКОЛА ВАПЦАРОВ,"БУЛ. НИКОЛА ВАПЦАРОВ 9, Пловдив, България",42.1273234,24.7296006,nominatim_free,"бул. Никола Вапцаров, Въстанически, Южен, Пловдив, 4004, България",55
МБАЛ Сити клиник - Свети Георги ЕООД гр. Монтана,Монтана,МОНТАНА,Монтана,бул. Александър Стамболийски 92,"ВИКТОР ВАЛЕРИЕВ АПОСТОЛОВ, Д-Р ДАВИД СЪБЕВ КАРАИЛИЕВ",0898773333,бул. Александър Стамболийски 92,Монтана,92,Александър Стамболийски,"бул. Александър Стамболийски 92, Монтана, България",43.4044501,23.2262462,nominatim_free,"бул. Александър Стамболийски, кв. Огоста, Монтана, 3400, България",55
МБАЛ Тримонциум ООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,ул. Крали Марко 17; ул. Цар Борис ІІІ Обединител 126,Д-Р СВЕТОСЛАВ ИЛИЕВ ИЛИЕВ,"0882351708,032/632077",ул. Крали Марко 17; ул. Цар Борис ІІІ Обединител 126,Пловдив,126,Крали Марко,"ул. Крали Марко 17; ул. Цар Борис ІІІ Обединител 126, Пловдив, България",42.0606653,24.704846,nominatim_free,"Крали Марко, Марково, Родопи, Пловдив, 4116, България",55
МБАЛ ХИГИЯ-СЕВЕР ООД,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Свобода 17,"ЦВЕТЕЛИНА СТАЙКОВА СПИРИДОНОВА, ГЕОРГИ ДРАГАНОВ ГЕРОВ, ГЕОРГИ ДИМИТРОВ АНДОНОВ, СТАЙКО ИВАНОВ СПИРИДОНОВ","034/446930, 034/444709, 034/446935",ул. Свобода 17,Пазарджик,17,Свобода,"ул. Свобода 17, Пазарджик, България",42.2024695,24.3379541,nominatim_free,"Свобода, ж.к. Младост, Пазарджик, 4400, България",45
МБАЛ Хаджи Димитър ООД,Сливен,СЛИВЕН,Сливен,ул. Димитър Пехливанов 5,"Д-Р ПЕНКО МИНЧЕВ ПЕНКОВ, МИЛЕН ПЕНКОВ ПЕНКОВ, ГЕРГАНА ПЕНКОВА АЛЕКСАНДРОВА",044/618502,ул. Димитър Пехливанов 5,Сливен,5,Димитър Пехливанов,"ул. Димитър Пехливанов 5, Сливен, България",42.6813975,26.3069361,nominatim_free,"Димитър Пехливанов Добрович, Център, кв. Комлука, Сливен, 8801, България",55
МБАЛ Царица Йоанна-Провадия ЕООД,Варна,ПРОВАДИЯ,Провадия,ул. Желез Йорданов 1,"Д-Р АНТОАНЕТА ЖЕЛЯЗКОВА ГЕОРГИЕВА, АНГЕЛ АТАНАСОВ ИВАНОВ, ЕЛЕНА ЛИЛКОВА ОВЧАРОВА, Д-Р СВЕТОСЛАВ НЕДЕЛЧЕВ НЕДЕЛЧЕВ",0518/42032,ул. Желез Йорданов 1,Провадия,1,Желез Йорданов,"ул. Желез Йорданов 1, Провадия, България",43.1773576,27.4376316,nominatim_free,"Желез Йорданов, Провадия, Варна, 9200, България",55
МБАЛ Юлия Вревска Бяла ЕООД,Русе,БЯЛА,Бяла,ул. Васил Левски 62,"ДИМИТЪР ГЕОРГИЕВ ДИМИТРОВ, ЗДРАВКА МЛАДЕНОВА АРАБАДЖИЕВА, БОТЬО ИЛИЕВ БОТЕВ","0817/71236, 0817/73504",ул. Васил Левски 62,Бяла,62,Васил Левски,"ул. Васил Левски 62, Бяла, България",43.4600238,25.7449561,nominatim_free,"Васил Левски, Бяла, Русе, 7100, България",55
МБАЛ д-р Димитър Павлович ЕООД Свищов,Велико Търново,СВИЩОВ,Свищов,ул. Петър Ангелов 18,"ИЛИЯН ВЕНКОВ ГЕОРГИЕВ, Д-Р ЛЪЧЕЗАР ИВАНОВ МИХАЙЛОВ, ГАВРАИЛ ПЕТРОВ ГЕВЕЗОВ, ЕВГЕНИЙ БОРИСОВ МИТАНОВ, ВЕНЦИСЛАВ ДИМИТРОВ МИХОВ, ПЛАМЕН ЦВЕТАНОВ ПЕЛОВ","0631/60762, 0631/60661, 0631/60732, 0631/69333",ул. Петър Ангелов 18,Свищов,18,Петър Ангелов,"ул. Петър Ангелов 18, Свищов, България",43.6153518,25.3440075,nominatim_free,"Петър Ангелов, Свищов, Велико Търново, 5250, България",55
МБАЛ-БЕЛЕНЕ ЕООД,Плевен,БЕЛЕНЕ,Белене,ул. Гео Милев 47,"Д-Р НАТАЛИЯ ВАСИЛЕВНА МАДОВА, ПЕТЪР ГОСПОДИНОВ, ЕВГЕНИЯ ПЕТРОВА ИВАНОВА","0658/34984, 0889311587, 0887882524",ул. Гео Милев 47,Белене,47,Гео Милев,"ул. Гео Милев 47, Белене, България",43.6457578,25.1135651,nominatim_free,"Гео Милев, Белене, Плевен, 5930, България",45
МБАЛ-БЕРКОВИЦА ЕООД,Монтана,БЕРКОВИЦА,Берковица,ул. Александровска 65,"АТАНАС КИРИЛОВ ГЕОРГИЕВ, ИВАН ИЛИЕВ ФЛОРЕСКОВ, ГЕОРГИ ТОМОВ САВКОВ, ЮЛИЯ ВЕСЕЛИНОВА, Д-Р ПЕНКО МЛАДЕНОВ БОГДАНОВ","0953/88013, 0953/88006",ул. Александровска 65,Берковица,65,Александровска,"ул. Александровска 65, Берковица, България",43.2351094,23.1328937,nominatim_free,"Александровска, ж.к. Изгрев, Берковица, Монтана, 3500, България",45
МБАЛ-Исперих ЕООД,Разград,ИСПЕРИХ,Исперих,ул. Ахинора 39,"ИВАН ВАСИЛЕВ ГАЙДАРОВ, МУРТАЗА ХЮСЕИНОВ МОКАНОВ, Д-Р ЛИЛЯНА ПЕТРОВА ПЕТРОВА, АБДУЛАХ ЗАРГАР ШАБЕСТАРИ","08431/2601, 0893035206, 08331/2517",ул. Ахинора 39,Исперих,39,Ахинора,"ул. Ахинора 39, Исперих, България",43.7133881,26.8375688,nominatim_free,"Ахинора, Исперих, Разград, България",45
